Title,URL,Duration,Upload Date,VideoID
Jerma Streams - Sorcery! (Part 2 2nd Playthrough),https://www.youtube.com/watch?v=svZtKkand78,2022-07-24T14:00:24Z,PT6H5M32S,svZtKkand78
Jerma Streams - Sorcery! (2nd Playthrough),https://www.youtube.com/watch?v=PntzkdgelD8,2022-07-23T14:00:19Z,PT4H46M12S,PntzkdgelD8
Jerma Streams - Tier Lists (Part 12) [Bug Edition],https://www.youtube.com/watch?v=V5QbbqdXLTk,2022-07-20T14:00:12Z,PT1H16M51S,V5QbbqdXLTk
Jerma Streams - MultiVersus (Part 2) [With Ludwig Cr1TiKaL  and HasanAbi],https://www.youtube.com/watch?v=aD0LWTG45p8,2022-07-20T14:00:00Z,PT4H34M29S,aD0LWTG45p8
Jerma Streams - Dorfromantik,https://www.youtube.com/watch?v=HpC82BR2gMs,2022-07-18T14:00:08Z,PT35M1S,HpC82BR2gMs
Jerma Streams - My Time at Portia,https://www.youtube.com/watch?v=4SWyCsVh7YY,2022-07-18T14:00:02Z,PT5H6M6S,4SWyCsVh7YY
Jerma Streams - PowerWash Simulator (Part 2),https://www.youtube.com/watch?v=fNOH9CnqLdM,2022-07-16T17:00:18Z,PT5H55M42S,fNOH9CnqLdM
Jerma Streams - Bakery Simulator,https://www.youtube.com/watch?v=qKorXn3Ipd4,2022-07-14T14:00:34Z,PT2H25M46S,qKorXn3Ipd4
Jerma Streams - Browser Quizzes (Part 2),https://www.youtube.com/watch?v=AoMKK03Xksc,2022-07-14T14:00:10Z,PT2H50M41S,AoMKK03Xksc
Jerma Streams - Kyle is Famous: Complete Edition,https://www.youtube.com/watch?v=awuB5f5xb2o,2022-07-14T14:00:02Z,PT34M39S,awuB5f5xb2o
Jerma Streams - Weird Cam Comb Stream,https://www.youtube.com/watch?v=JuX-Q4409So,2022-07-07T00:00:08Z,PT2H48M12S,JuX-Q4409So
Jerma Streams - Cuphead: The Delicious Last Course,https://www.youtube.com/watch?v=Skm0eJWWfHM,2022-07-05T14:00:24Z,PT2H48M19S,Skm0eJWWfHM
Jerma Streams - The Elder Scrolls III: Morrowind,https://www.youtube.com/watch?v=jesqDMb31Gc,2022-07-05T14:00:18Z,PT2H20M58S,jesqDMb31Gc
Jerma Streams - Five Nights at Freddy's,https://www.youtube.com/watch?v=6scF-PhZ1rA,2022-07-05T14:00:04Z,PT51M50S,6scF-PhZ1rA
Jerma Streams - Green Screen Stream (Part 3),https://www.youtube.com/watch?v=R4MwVD8VxVc,2022-07-01T14:00:14Z,PT5H7M12S,R4MwVD8VxVc
Jerma Streams - 100k Smite Tournament,https://www.youtube.com/watch?v=DHv2tZH0kMw,2022-06-28T23:30:03Z,PT3H57M52S,DHv2tZH0kMw
Jerma Streams - Saints Row: The Third,https://www.youtube.com/watch?v=8SD3GrwgxGI,2022-06-26T14:00:03Z,PT5H59M36S,8SD3GrwgxGI
